id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform
5622,Darma Cash,dmch,darma-cash,2,2020-05-28 00:00:00,[],460000000.0,217535196.0,217535196,398,,,2022-05-31T15:31:00.000Z,,,,,,0.2521988365524689,0.0,0.0,0.00258744,0.00024006,0.01933036,0.8523237,-0.14273183,-4.51246928,54862123.34041328,0.0,116011464.81,2022-05-31T15:31:00.000Z,
7824,Vai,vai,vai,33,2020-12-01 00:00:00,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'bnb-chain', 'usd-stablecoin']",0.0,57498554.0,57498554,399,,,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,0.951915680177477,27764.59925912,-50.1481,-0.20022969,0.54374028,0.33291409,0.3448037,1.10381048,2.29719974,54733775.14013139,0.0,54733775.14,2022-05-31T15:31:00.000Z,
10729,UFO Gaming,ufo,ufo-gaming,30,2021-06-30 00:00:00,"['platform', 'collectibles-nfts', 'gaming', 'launchpad', 'metaverse', 'play-to-earn']",25757575757575.0,25757575757575.5,25757575757575.5,400,25757575757575.0,54619652.39257981,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,2.120527681123749e-06,2439000.28075621,128.5902,0.31364234,-1.72459266,-18.69285638,-57.30480239,-78.2005139,-78.0330259,54619652.392580874,0.0,54619652.39,2022-05-31T15:32:00.000Z,
8100,Ankr Reward Bearing Staked ETH,aethc,ankreth,4,2020-12-23 00:00:00,['eth-2-staking'],0.0,29330.0,29330.034,401,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe95a203b1a91a908f9b9ce46459d101078c2c3cb,1849.306016879853,0.0,-100.0,0.1554674,2.61610586,0.72242722,-29.31747144,-42.04174051,-30.8176323,54240145.475086085,0.0,54240208.35,2022-05-31T15:31:00.000Z,
15261,ONUS,onus,onus,4,2021-11-29 04:57:43,[],100000000.0,97980390.0,98220390,402,97980390.0,53907974.42669238,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4184aa04215e5d716dd4c213fed519acadc68f92,0.5501914661361562,108711.11825859,-8.3514,-1.11254768,-1.42927746,-6.35653271,-17.73045348,-24.92802721,-14.73494262,53907974.42669238,0.0,55019146.61,2022-05-31T15:31:00.000Z,
5821,Aleph.im,aleph,aleph-im,28,2020-07-08 00:00:00,"['mineable', 'cosmos-ecosystem', 'distributed-computing', 'filesharing', 'storage', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'bnb-chain']",500000000.0,205678847.40450466,500000000,403,45968548.0,11994877.927506242,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x27702a26126e0b3702af63ee09ac4d1a084ef628,0.26093662839875303,1347970.03875197,147.5543,0.13703859,-0.68368831,0.35832606,-0.14366803,-16.4897456,-26.50871431,53669144.97467306,0.0041,130468314.2,2022-05-31T15:31:00.000Z,
11307,Beta Finance,beta,beta-finance,42,2021-08-18 00:00:00,"['binance-launchpad', 'defiance-capital-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'spartan-group']",1000000000.0,401666667.0,1000000000,404,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,0.13260654936938854,13397831.08797713,-25.9866,-0.5460829,-3.66824322,-24.92959366,-53.07046563,-76.33554182,-74.17376364,53263630.70757324,0.0,132606549.37,2022-05-31T15:31:00.000Z,
7725,TrueFi,tru,truefi-token,45,2020-11-19 00:00:00,"['defi', 'ethereum-ecosystem', 'yield-farming', 'avalanche-ecosystem', 'lending-borowing']",1450000000.0,548956194.22,1441129427,405,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,0.09673348819131473,7725248.30866633,-13.931,0.33119825,-1.92592772,3.72000909,-42.02141204,-61.00275,-51.82312156,53102447.53112945,0.0041,140263557.88,2022-05-31T15:31:00.000Z,
9421,Ampleforth Governance Token,forth,ampleforth-governance-token,58,2021-04-21 00:00:00,"['dao', 'governance', 'near-protocol-ecosystem']",15000000.0,15297897.14455933,15297897.14455933,407,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x77fba179c79de5b7653f68b5039af940ada60ce0,3.436520656976022,3358836.02574016,-56.2096,0.44940662,-2.71227471,6.06304298,-24.85299667,-54.53412337,-50.5106209,52571539.54557264,0.0,51547809.85,2022-05-31T15:31:00.000Z,
10759,DeversiFi,dvf,deversifi,10,2021-07-05 00:00:00,"['defi', 'spartan-group', 'okex-blockdream-ventures-portfolio']",100000000.0,24147147.6952941,100000000,408,12085721.0,26061680.40532641,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdddddd4301a082e62e84e43f474f044423921918,2.156402618042102,49266.70182802,9.1633,-0.15102515,-0.18657333,5.23782338,-48.86154355,-55.91573489,-63.74811586,52070972.50838151,0.0,215640261.8,2022-05-31T15:32:00.000Z,
11240,HI,hi,hi-dollar,8,2021-08-13 00:00:00,[],13192916300.0,503699436.0,9193524008,409,303699434.0,31224706.00065689,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xC4f6E93AEDdc11dc22268488465bAbcAF09399aC,0.10281450179013799,1747424.67926316,8.6081,0.57141005,3.0697423,29.49775239,-19.05700205,-43.46082342,-58.0724783,51787606.56431349,0.0,1356423116.54,2022-05-31T15:31:00.000Z,
8200,Shapeshift FOX Token,fox,fox-token,22,2021-01-06 00:00:00,[],1000001337.0,377154162.4716418,1000001337,411,,,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc770eefad204b5180df6a14ee197d99d808ee52d,0.13538184502040437,757920.3784282,28.1351,-2.43787219,-1.56976895,-9.91772404,-47.0881004,-57.6394181,-57.72978958,51059826.37253622,0.0039,135382026.03,2022-05-31T15:32:00.000Z,
9104,AIOZ Network,aioz,aioz-network,22,2021-04-02 00:00:00,"['media', 'platform', 'smart-contracts', 'video', 'web3', 'bnb-chain']",1000000000.0,579934805.0,1000000000,414,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x626E8036dEB333b408Be468F951bdB42433cBF18,0.08737198028709568,1069958.7093892,-18.2156,0.91304701,-0.01156979,-0.41272559,-42.55705484,-64.20552598,-40.13708288,50670052.350260675,0.0,87371980.29,2022-05-31T15:31:00.000Z,
5728,Balancer,bal,balancer,171,2020-06-24 00:00:00,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'three-arrows-capital-portfolio', 'governance', 'coinfund-portfolio', 'alameda-research-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem']",100000000.0,6943831.0,35725000,415,6943831.0,50534206.61340375,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xba100000625a3754423978a60c9317c58a424e3D,7.277568623632077,30235129.5348974,1.8124,-2.0474432,-0.68429442,-0.23834022,-42.09442389,-55.52667466,-44.68444782,50534206.61340375,0.0039,727756862.36,2022-05-31T15:31:00.000Z,
8669,Sovryn,sov,sovryn,13,2021-03-03 00:00:00,[],100000000.0,21454780.6223,100000000,416,18273253.78,42046038.22342376,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbdab72602e9ad40fc6a6852caf43258113b8f7a5,2.3009606679595818,1433220.14345913,693.0926,1.33770476,9.42784006,24.64899809,-20.23862989,-28.80860512,-44.41675894,49366606.3516137,0.0,230096066.8,2022-05-31T15:32:00.000Z,
7431,Akash Network,akt,akash-network,22,2020-10-16 00:00:00,"['cosmos-ecosystem', 'storage', 'solana-ecosystem', 'web3']",388539008.0,113861304.115862,162863559.115862,417,,,2022-05-31T15:31:00.000Z,3794.0,Cosmos,ATOM,cosmos,IBC/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,0.43335489406807,666199.89282283,8.3657,0.15767882,2.29897766,-1.74270168,-53.12343847,-66.56857198,-66.55579472,49342353.383581676,0.0,168375280.65,2022-05-31T15:31:00.000Z,
5631,Orion Protocol,orn,orion-protocol,47,2020-07-16 00:00:00,"['defi', 'dex', 'algorand-ecosystem', 'avalanche-ecosystem', 'dao-maker', 'exnetwork-capital-portfolio', 'fantom-ecosystem', 'injective-ecosystem']",100000000.0,34146255.0,100000000,420,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a,1.4274795263808537,4868376.91564693,-27.903,0.50862454,-3.84695897,-4.27708324,-43.49253376,-59.83462605,-58.9925454,48743079.91507986,0.0037,142747952.64,2022-05-31T15:31:00.000Z,
9720,PlatON,lat,platon,20,2021-05-12 00:00:00,[],,2742512743.816503,10250000000,421,255463179.2,4518267.157043525,2022-05-31T15:31:00.000Z,,,,,,0.01768656904369851,2735520.84581313,28.9452,-0.24997831,2.0559112,13.37277386,-51.18316501,-75.57355081,-66.45697776,48505640.99673362,0.0,181287332.7,2022-05-31T15:31:00.000Z,
8707,Alpaca Finance,alpaca,alpaca-finance,62,2021-03-06 00:00:00,"['defi', 'staking', 'yield-farming', 'yield-aggregator', 'governance', 'lending-borowing', 'polygon-ecosystem', 'fantom-ecosystem', 'bnb-chain']",188000000.0,141603872.2278711,144858125.18686786,423,154109145.25970381,52376378.79779558,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x8f0528ce5ef7b51152a59745befdd91d97091d2f,0.33986548111425324,7495408.83633185,-4.1365,0.38157402,0.12279783,8.83597426,-17.11808452,-34.82035754,-13.29709362,48126268.16236665,0.0,63894710.45,2022-05-31T15:32:00.000Z,
9892,YooShi,yooshi,yooshi,26,2021-05-18 00:00:00,"['collectibles-nfts', 'gaming', 'bnb-chain']",1000000000000000.0,374158204387545.0,1000000000000000,425,369182254621265.0,47393393.58199924,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x02ff5065692783374947393723dba9599e59f591,1.28373975153868e-07,410639.69946408,47.3529,-0.05825381,0.40663898,-5.49279911,-47.30491025,-62.27363324,-65.37821501,48032176.03366257,0.0,128373975.15,2022-05-31T15:31:00.000Z,
13632,Genopets,gene,genopets,18,2021-11-18 07:46:00,"['animoca-brands-portfolio', 'move-to-earn']",100000000.0,3791909.05571747,100000000,426,3500000.0,44305728.56143317,2022-05-31T15:31:00.000Z,5426.0,Solana,SOL,solana,GENEtH5amGSi8kHAtQoezp1XEXwZJ8vcuePYnXdKrMYz,12.658779588980908,3460398.6509921,6.8844,0.58032844,0.54668384,6.77555971,-4.37255259,-30.92676526,93.54121432,48000940.95778818,0.0,1265877958.9,2022-05-31T15:31:00.000Z,
7726,ICHI,ichi,ichi,10,2020-11-19 00:00:00,"['yield-farming', 'polkadot-ecosystem']",,4757214.02129883,5000000,427,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x903bef1736cddf2a537176cf3c64579c3867a881,10.024479162493506,771588.80181681,-41.8476,1.1941777,6.56538948,204.97919237,108.130803,-85.94772623,-48.04518557,47688592.82803206,0.0,50122395.81,2022-05-31T15:31:00.000Z,
6715,Sperax,spa,sperax,21,2020-08-26 00:00:00,"['alameda-research-portfolio', 'arbitrum-ecosytem']",5000000000.0,1078500728.83,4742212753.21,429,,,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xB4A3B0Faf0Ab53df58001804DdA5Bfc6a3D59008,0.0440548811442142,1054493.67029985,12.0826,0.60201625,0.80788632,-13.60798167,-67.78588669,-80.31991887,-76.88630796,47513221.42255404,0.0,220274405.72,2022-05-31T15:32:00.000Z,
6216,AXEL,axel,axel,3,2020-08-05 00:00:00,['filesharing'],1000000000.0,283102718.0006794,770933110.5085934,430,262740225.0,44037887.720616676,2022-05-31T15:32:00.000Z,,,,,,0.1676099947033869,96521.79019624,90.5293,0.25873933,5.4517687,8.7554445,6.76038097,-15.9113329,-18.6087897,47450845.0646083,0.0,167609994.7,2022-05-31T15:32:00.000Z,
12387,Ribbon Finance,rbn,ribbon-finance,54,2021-10-07 12:24:29,"['derivatives', 'coinbase-ventures-portfolio']",1000000000.0,162123922.0,1000000000,431,40235115.55,11762251.419813601,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6123b0049f904d730db3c36a31167d9d4121fa6b,0.29233795551541797,3499556.42495401,33.7549,1.31085471,-7.85453174,-29.57693996,-57.94429737,-80.59077681,-74.3355239,47394975.897621095,0.0,292337955.52,2022-05-31T15:32:00.000Z,
10052,Gitcoin,gtc,gitcoin,56,2021-05-25 00:00:00,"['paradigm-portfolio', 'web3']",,14198201.72566192,100000000,433,13795460.0,45203087.600125015,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,3.2766640329590326,15896632.34559141,116.2131,16.18550881,18.73722386,28.66330301,-29.98638109,-57.31297921,-51.4586107,46522736.92717329,0.0036,327666403.3,2022-05-31T15:31:00.000Z,
10821,Starlink,starl,star-link,34,2021-07-10 00:00:00,['metaverse'],10000000000000.0,9979172029858.488,10000000000000,434,,,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,4.609085794846609e-06,6404737.08281496,66.8191,0.58982329,0.17755065,9.59512198,-32.87856522,-73.09673779,-73.83665037,45994860.04715136,0.0,46090857.95,2022-05-31T15:32:00.000Z,
8119,SafePal,sfp,safepal,65,2020-12-28 00:00:00,"['wallet', 'binance-launchpad', 'injective-ecosystem', 'bnb-chain']",500000000.0,108166667.0,500000000,435,,,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb,0.4220137042343283,37128090.31451007,-24.0562,0.32370705,-5.80938826,3.6417043,-34.47310198,-60.34865297,-41.86767846,45647815.815351084,0.0035,211006852.12,2022-05-31T15:31:00.000Z,
7460,Alpha Quark Token,aqt,alpha-quark-token,8,2020-10-20 00:00:00,['bnb-chain'],30000000.0,26028706.0,30000000,436,29500000.0,51631850.409987494,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2a9bDCFF37aB68B95A53435ADFd8892e86084F93,1.7502322172877116,10032258.31119575,-15.4947,0.20811949,-1.2306402,15.23542652,-24.61145785,-47.423162,-35.16658032,45556279.81550996,0.0,52506966.52,2022-05-31T15:31:00.000Z,
13523,Merit Circle,mc,merit-circle,42,2021-10-29 04:07:32,"['gaming', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group']",1000000000.0,42592000.0,1000000000,437,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,1.0690809942010506,6468945.4521143,-7.5452,0.6235806,0.26450458,1.35716547,-35.23813977,-62.58894113,-55.60464634,45534297.70501115,0.0,1069080994.2,2022-05-31T15:31:00.000Z,
10897,Alitas,alt,alitas,5,2021-07-14 00:00:00,['bnb-chain'],1000000000.0,60000000.0,1000000000,438,,,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x5ca09af27b8a4f1d636380909087536bc7e2d94d,0.7587858217400483,234567.9714067,72.3442,-2.19383626,11.209953,-1.1635145,-23.88354125,-64.80317644,-74.54401396,45527149.304402895,0.0,758785821.74,2022-05-31T15:32:00.000Z,
10180,GMT Token,gmt,gomining-token,19,2021-06-01 00:00:00,['bnb-chain'],10000000000.0,263581074.0,263581074,439,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Ddc52c4De30e94Be3A6A0A2b259b2850f421989,0.17193309309479157,848940.14934421,-32.8048,-0.8320818,-2.39839973,6.89597799,-23.56516033,-44.55750462,-14.61712957,45318309.33406714,0.0,1719330930.95,2022-05-31T15:31:00.000Z,
7311,Beefy Finance,bifi,beefy-finance,52,2020-10-06 00:00:00,"['defi', 'yield-farming', 'yield-aggregator', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'moonriver-ecosystem', 'bnb-chain']",80000.0,72000.0,80000,440,,,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,624.6382773573486,1065348.10802712,-17.9599,0.16184175,-2.15158703,-5.47913852,-49.61562246,-62.7532046,-69.22657724,44973955.969729096,0.0,49971062.19,2022-05-31T15:31:00.000Z,
12140,RMRK,rmrk,rmrk,7,2021-09-25 07:30:41,"['collectibles-nfts', 'polkadot-ecosystem', 'metaverse']",10000000.0,9500000.0,10000000,441,8828478.9644,41577072.93439782,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x471ea49dd8e60e697f4cac262b5fafcc307506e4,4.709426516396924,3335677.05551948,5.4623,1.78005709,0.27092221,5.78237337,-45.60262663,-70.82097623,-71.28698931,44739551.90577078,0.0,47094265.16,2022-05-31T15:31:00.000Z,
16463,OpenDAO,sos,opendao,44,2021-12-24 11:16:54,[],100000000000000.0,100000000000000.0,73545908892348,443,23545908892348.0,10481888.520050047,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3b484b82567a09e2588a13d54d032153f0c0aee0,4.4516814228634313e-07,10506166.47896978,58.1924,1.82262593,9.35507262,7.81915851,-35.41275524,-75.59546125,-78.45831877,44516814.22863431,0.0034,44516814.23,2022-05-31T15:32:00.000Z,
7497,Marlin,pond,marlin,53,2020-12-22 00:00:00,"['scaling', 'web3', 'injective-ecosystem']",10000000000.0,3906753055.0,5033753055,445,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57b946008913b82e4df85f501cbaed910e58d26c,0.011223160378104294,11684905.6203326,-7.4987,0.40915833,1.01149493,0.81530691,-44.35116785,-71.23697745,-65.49603084,43846116.093913905,0.0,112231603.78,2022-05-31T15:31:00.000Z,
15678,Voxies,voxel,voxies,37,2021-12-14 12:02:47,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'play-to-earn']",300000000.0,64021081.0,300000000,446,50200000.0,34344979.29148177,2022-05-31T15:31:00.000Z,3890.0,Polygon,MATIC,polygon,0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f,0.6841629340932623,32023145.49006494,92.1965,-0.83103466,6.19131748,7.67499322,-43.2315424,-64.82708347,-61.46239058,43800850.62078241,0.0034,205248880.23,2022-05-31T15:31:00.000Z,
5552,Hathor,htr,hathor,9,2020-05-07 00:00:00,"['mineable', 'pow', 'platform', 'defi', 'smart-contracts', 'exnetwork-capital-portfolio']",0.0,231565640.0,907510640,450,,,2022-05-31T15:31:00.000Z,,,,,,0.1861502536835279,2916288.31268808,98.2588,0.98669548,2.91142214,-0.2699114,-40.09434017,-70.64477698,-68.55429579,43106002.63038849,0.0,168933335.86,2022-05-31T15:31:00.000Z,
8613,Alchemix,alcx,alchemix,69,2021-02-27 00:00:00,"['defi', 'yield-farming', 'governance', 'lending-borowing', 'olympus-pro-ecosystem', 'defi-2', 'protocol-owned-liquidity', 'spartan-group']",1562945.0,1307727.593361,1521120.23769978,452,,,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,32.75096466856731,3238659.93413129,41.526,0.23154654,-2.15454522,2.06949359,-48.17263551,-73.46746691,-74.43487358,42829340.20627668,0.0033,51187956.47,2022-05-31T15:32:00.000Z,
6928,Bella Protocol,bel,bella-protocol,41,2020-09-07 00:00:00,"['defi', 'ethereum-ecosystem', 'yield-aggregator', 'binance-launchpool', 'chromia-ecosystem', 'polygon-ecosystem', 'bnb-chain']",100000000.0,48000000.0,100000000,456,,,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,0.8737097914368972,155370025.3291763,-70.9514,0.23876632,-23.85470122,154.1425509,32.73262972,-26.61990149,-5.87245619,41938069.98897106,0.0,87370979.14,2022-05-31T15:31:00.000Z,
9020,Toko Token,tko,tokocrypto,38,2021-04-07 00:00:00,"['centralized-exchange', 'binance-launchpad', 'bnb-chain']",500000000.0,108500000.0,500000000,458,,,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x9f589e3eabe42ebc94a44727b3f3531c0c877809,0.3833255871677803,15125001.91146962,-23.8637,0.53280045,0.86055421,-2.92070906,-35.57587005,-61.44279697,-45.65386766,41590826.207704164,0.0032,191662793.58,2022-05-31T15:31:00.000Z,
10334,BabySwap,baby,babyswap,36,2021-06-08 00:00:00,"['collectibles-nfts', 'decentralized-exchange', 'defi', 'gaming', 'yield-farming', 'amm', 'mvb', 'bnb-chain']",1000000000.0,220203620.0,1000000000,461,,,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x53E562b9B7E5E94b81f10e96Ee70Ad06df3D2657,0.18677699795853356,2988801.75529899,-14.2569,1.3312949,-0.69496049,36.51852069,-23.63610305,-42.02323064,-11.8702689,41128971.0832017,0.0,186776997.96,2022-05-31T15:32:00.000Z,
5747,mStable USD,musd,mstable-usd,13,2020-06-28 00:00:00,"['defi', 'stablecoin', 'polygon-ecosystem', 'usd-stablecoin']",,41085970.46059056,41085970.46059056,462,36667055.05978392,36674388.47079588,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe2f2a5c287993345a840db3b0845fbc70f5935a5,1.0002,35080.424682,3.1745,-0.15971252,0.009999,0.59338228,0.15019525,0.08346688,-0.2430613,41094187.65468268,0.0,41094187.65,2022-05-31T15:31:00.000Z,
18919,Shiba Predator,qom,shiba-predator,9,2022-03-18 01:52:31,['memes'],1000000000000000.0,599986999999999.0,599986999999999,465,599999999999999.0,40369504.799417414,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa71d0588EAf47f12B13cF8eC750430d21DF04974,6.728250799902914e-08,6470538.4852754,-12.7508,0.03563794,21.88997682,31.62996095,-61.11047047,-64.37068922,164.18831851,40368630.12681343,0.0,67282508.0,2022-05-31T15:32:00.000Z,
7127,Velo,velo,velo,13,2020-09-21 00:00:00,[],30000000000.0,1229925310.0,26999998935,466,,,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xf486ad071f3bee968384d2e39e2d8af0fcf6fd46,0.032750465762951805,749112.84603978,-70.8048,-2.73846006,-3.88639592,10.93811781,-20.90938407,-24.29512647,-42.19080841,40280626.756142884,0.0,982513972.89,2022-05-31T15:31:00.000Z,
5266,MiL.k,mlk,milk-alliance,7,2020-08-05 00:00:00,['bnb-chain'],,78160812.4950269,1300000000,467,217557764.0,112110519.06739067,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,,0.5153138045093655,7386775.0494427,22.6872,0.57758503,-0.36532608,9.27970068,-29.42743279,-48.45818451,-39.25313161,40277345.650355466,0.0,669907945.86,2022-05-31T15:31:00.000Z,
7102,Linear Finance,lina,linear,65,2020-09-18 00:00:00,"['decentralized-exchange', 'defi', 'yield-farming', 'polkadot-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'bnb-chain']",10000000000.0,3669676685.266626,10000000000,468,3669676685.266626,39842411.81237495,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3e9bc21c9b189c09df3ef1b824798658d5011937,0.010857199483632476,27304850.70182291,-29.3611,6.16124428,0.30340383,3.76646897,-40.90574716,-60.96022233,-47.36231907,39842411.81237495,0.0031,108571994.84,2022-05-31T15:31:00.000Z,
11568,Adventure Gold,agld,adventure-gold,76,2021-09-02 10:19:07,[],,70170001.0,70170001,469,67680001.0,38393476.991126716,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,0.5672794979882864,9424921.31672693,29.8281,3.4753301,5.09256997,4.26876541,-39.35229464,-69.58228015,-53.19114544,39806002.941117555,0.0031,39806002.94,2022-05-31T15:31:00.000Z,
5401,CoinLoan,clt,coinloan,5,2020-08-01 00:00:00,[],22000000.0,1950000.0,22000000,470,5000000.0,101557045.95554405,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2001f2a0cf801ecfda622f6c28fb6e10d803d969,20.31140919110881,432860.04915248,3.6816,0.23753465,0.59100107,9.7745891,11.93802758,0.44949632,-20.36728548,39607247.92266218,0.0,446851002.2,2022-05-31T15:31:00.000Z,
5049,VerusCoin,vrsc,veruscoin,9,2020-06-12 00:00:00,"['mineable', 'hybrid-pow-pos', 'defi', 'privacy', 'zero-knowledge-proofs', 'identity', 'interoperability', 'scaling', 'staking', 'amm']",83540184.0,68601744.80542012,68601744.80542012,471,,,2022-05-31T15:31:00.000Z,,,,,,0.5727700091588886,46086.26845244,54.2612,3.17827516,2.38137063,-17.97724714,-34.4028107,-59.47403953,-23.65059272,39293022.00051622,0.0,47849311.95,2022-05-31T15:31:00.000Z,
6830,KILT Protocol,kilt,kiltprotocol,8,2021-11-25 00:52:03,"['lpos', 'identity', 'substrate', 'polkadot', 'polkadot-ecosystem', 'web3', 'vbc-ventures-portfolio']",290560000.0,49420140.0,151251450,472,9.643114129108071e+22,7.65239732607014e+22,2022-05-31T15:32:00.000Z,,,,,,0.7935607961924994,338997.04694575,86.8586,-0.66845489,-0.8280409,1.21456746,-15.12124883,-55.53020701,-31.33427674,39217885.64634479,0.0,230577024.94,2022-05-31T15:32:00.000Z,
8972,Seedify.fund,sfund,seedify-fund,25,2021-03-29 00:00:00,"['gaming', 'launchpad', 'polygon-ecosystem', 'play-to-earn', 'bnb-chain']",100000000.0,24536773.70324371,100000000,473,10933308.0,17279737.423521258,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x477bc8d23c634c154061869478bce96be6045d12,1.580467450795428,2462741.83284229,1.8424,0.09258938,1.15198073,-6.58063901,-47.51253029,-69.37975913,-73.40841166,38779572.185509875,0.0,158046745.08,2022-05-31T15:31:00.000Z,
9608,SpookySwap,boo,spookyswap,38,2021-05-05 00:00:00,['fantom-ecosystem'],13666000.0,9390930.32215674,9390930.32215674,474,5885000.0,24287354.31070388,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x55af5865807b196bd0197e0902746f31fbccfa58,4.126993085930991,1870430.424838,5.8023,0.08971988,-0.97684802,-0.46101418,-28.99925036,-72.20727765,-82.27336137,38756304.51000056,0.0,56399487.51,2022-05-31T15:31:00.000Z,
